Region,Tweet,Sentiment
West,ada sesiapa pi keje or balik keje using lrt tak sekarang kena beratur gaya social distancing ke lama tak untuk naik tren ,NEGATIVE
West,look at my mom and dad having their 28th anniversary together social distancing from each other ,NEUTRAL
West,lol cb why people at my neighbour house gathering amp not observing social distancing what they think corona virus on a break is it diu,NEGATIVE
West,as per the sop mmg 100 kapasiti no social distancing penumpang kena self aware minimal contact bkn kewajipan rapid ,POSITIVE
West,rip social distancing ,NEGATIVE
West,brother dah lupa ke brother time awal pkp start kes mendadak naik sebab pelajar balik ke kampus sebab panic sampai ada yg beratur tiada social distancing nya kat balai polis mintak kebenaran rentas ,NEGATIVE
West,a new norm of enjoyment good morning y all ok i gotta go now need to find magneto ciao #xmen #cmco #socialdistancing #borneospecialtycoffee #coffeeforallwalksoflife ,POSITIVE
West,when social distancing is over pls stay the fuck away from me,NEGATIVE
West,sis admire sajooohhh xda maknanya lol gue sokong anda dari social distancing utk berjaya dalam hidup and berjumpa jodoh yang pandai jaga anda and tambat hati family ,POSITIVE
West,social distancing ,NEUTRAL
West,1 jun 2020 sat ja dah 6 bulan pertama habih tahun 2020 apa yang kita belajaq setakat ni ialah stay clean stay safe and stay home tak lupa jugak social distancing sapa perasan yang ramai orang ,NEGATIVE
West,nak menangis sbb sebak patriotik satu but act lagi sedih sbb rindu nak suasana tanpa social distancing and perlu pakai mask ohhhh rindunyaaa #kitames,NEGATIVE
West,we need to sustain three months of social distancing and best practices to avoid covid catastrophe give how indisciplined indians are only way is strict lock down just shut the five cities down and live with the economic consequences ,NEGATIVE
West,jadi sila pakai mask ye anak anak semua social distancing jangan sampai kel,POSITIVE
West,sis dia jerit nama aku pon aku melting hurmmm sis is softie hanya mampu admire dari social distancing je https ,POSITIVE
West,#socialdistancing ,NEGATIVE
West,today we had dinner at tgif the curve our first family outing since mco march 18 2020 mall is off but makan place is open wth mostly empty tables n yes social distancing is practiced,NEUTRAL
West,i think because school starts and some workplace starts it s hard to do the social distancing in the bus if they imply the 1m rule lesser people in bus people have to keep waiting crowded bus stops so i think either way is a lose lose situatio,NEGATIVE
West,shared a few videos on covid19 with the b40 kids today to increase their awareness on the said pandemic must continue stressing on the importance of complying to the social distancing in order to keep everyone safe ,POSITIVE
West,dan i honestly dgaf kalau ada kawan yg mula menjauh dari sy sbb skrg musim kubitkan social distancing gitew tida bah ,NEGATIVE
West,2nd reason fikir dari segi kapasity kelas normal kelas can t afford the capacity of the students after social distancing is implemented kalau buat kat hall sekalipun dalam sesebuah ipt ada beberapa je hall,POSITIVE
West,suka hatilah kau nak gedik dengan boyfriend kau tapi pergerakan tu mohon kawal sikit tolong jangan mengelitat sangat sampai dekat2 dengan org lain social distancing please ,NEGATIVE
West,social distancing okay la tapi mask nya manaaaaaa ,NEUTRAL
West,points social distancing also hahaha let s go boisss ,NEUTRAL
West,#socialdistancing meet up from time to time it is good and healthy to catch up with my former yss board members the gang and see how each of us is keeping some of us were with me since 2012 when we first ,POSITIVE
West,anakbabi orang cakap pasal ingkar kuarantin amp tak kuarantin wajib 14 hari lepas balik luar negara kau dok pusing pasal social distancing social distancing masa pengumuman keputusan src najib taknak komen sah ular ,NEGATIVE
West,sysyaaa reason 1st movement pelajar reason 2nd kalau buat kelas offline selepas buat social distancing paling max 15 20 students padahal dalam satu kelas 30 40 students kalau nak buat kat hall berapa banyak je hall yg uni ada huhu,POSITIVE
West,aiman hahahahah once covid habis tengok la anfield bergegar tapi sedih sial celebrate social distanc,NEGATIVE
West,lol you really think kids are gonna be maintaining social distancing in a taska ,NEUTRAL
West,star nw which one has better social distancing measures illegal crowded pubs springing up all over klang valley with patrons embracing one another or run amp marathon events managed with proper sops ,NEUTRAL
West,social connecting in an era of social distancing #freeme #freecovid #worldwithoutcovid ,NEUTRAL
West,social distancing between 2 big machines #studyatum #studyunimalaya ,NEUTRAL
West,yikes no social distancing ,NEUTRAL
West,#socialdistancing herep follow me to the moon nagpapic ako kay sir #atm#instagood #instadaily #instalike #igasia #likeforlike #like4like #gay #transgender #lgtb #lgbtq #thankyoulordgod #blessed h,NEUTRAL
West,hi team can we have officer to monitor the traffic in d train totally zero social distancing ,NEUTRAL
West,takde geng to watch the match come over dine in and chill out with us we catch the stadium vibe together but dont forget your mask and social distancing #wehantarnohal https ,NEGATIVE
West,diskaun 5 untuk anda sekiranya anda bungkus makanan dari restoran ini adalah inisiatif kecil kami untuk menyokong social distancing sepanjang pkpp ini pendek kata #kitajagakita elakkan kawasan crowded bungkus amp makan di rumah pejabat kan lebih selamat ,POSITIVE
West,mana social distancing ,NEGATIVE
West,all these changes i swear i had a plan today and my plan definitepy didnt involve changing the classroom layout and social distancing measure,NEUTRAL
West,1 year na wala pang social distancing dto my explore malaysia plans are all cancelled ,NEUTRAL
West,wow after a two month closure following the mco hotel maya is now ready to welcome guests back with a new menu dining set up and its rooms with social distancing guidelines since june 10 2020 the team at ,POSITIVE
West,sunday smile selfie take a good of yourself folks keep the social distancing in public area and wash hand regularly putrajaya ,POSITIVE
West,just in chinese neighbour comes out of house to take lift sees me waiting at lobby decides to act like doing something amp waits for me to go first takes next lift amp comes down social distancing or racist #comeatme #donttrytobesmart,NEUTRAL
West,kamal ghazali for social distancing ,NEUTRAL
West,#artbynasransairan social distancing ,NEUTRAL
West,ya allah terkejut gila jumpa haritu haha dah lah datang terus peluk seh social distancing manaaaaaaaa ,NEGATIVE
West,seronok nya mereka ni beraya mana social distancing kata dah tak boleh ziarah2 jangan la lupa kami yang tak dapat balik beraya ni jangan sebab kau sedappp je beraya peluk cium last2 kau buat covid ni makin meluas ,POSITIVE
West,a yes the other poster outfit but seriously covid 19 numbers are low here cinemas been open for a few weeks now i ve been twice already social distancing in full effect ,NEUTRAL
West,shoot with a rubber band 100 fatality range gt 1 meter social distancing secured ,NEUTRAL
West,beraya boleh tapi social distancing sop kena la ikut tak kurang meriahnya bila ambik gambar pun dah jadi mcm group #kpop lite lite pulak tapi versi kertuarina sikit la ,NEGATIVE
West,jason i think it is 40 and we are working on 1 metre social distancing here,NEUTRAL
West,always be vigilant and practice social distancing ya ,POSITIVE
West,and no social distancing #mewgulf,NEUTRAL
West,#sekolahkebangsaan #sekolah #school #sekolahjeniskebangsaan #socialdistancing #sekolahpersendirian #convent #privateschool #smkconvent #conventklang smk convent klang ,POSITIVE
West,hello hello all we open now nak makan nasi kerabu nasi gulai ayam dara madu and banyak lagi boleh dtg ke utk area shah alam yg nak delivery boleh klik link #shahalam #frc #foodrushcafe #socialdistancing,POSITIVE
West,in #kgmu #kgmc #lucknow #uttarpradesh #india #indiathatisbharat on #environmentday #environmentday2020 faculty members with vice chancellor pose for photography while observing #social distancing #socialdistancing #socialmediamarketing in times of #covid 19 #covid 19 ,NEGATIVE
West,orang dah tak pakai mask no social distancing lift pun sumbat penuh kedai makan duduk rapat2 beratur jarak2 sikit orang lain sibuk jeling2 hadap laaaaaa ,NEGATIVE
West,malam sabtu pergi bukit ampang macam nie la ramai nya org duduk tanpa social distancing plan nak bawak anak terus tak jadi end up jalan2 je duduk dlm kereta sampi anak tidur terus balik https ,NEGATIVE
West,new norm of last call at the bar cops in bangsar last night ensuring all dine ins amp bars closed by 9 30pm there were plain clothes officers walking around during the day too taking video evidence to ensure every business premise adhered to social distancing well done ,POSITIVE
West,excited to be back to sch on monday but fuck social distancing measures in school ,NEUTRAL
West,sleepy joe donald trump can t stop the virus is you people the american people must be self disciplined like china washing hands social distancing and wearing masks but you encourages protesting defund police and taking down of monuments how u can do be,NEUTRAL
West,uhhhhh move away from me will ya ever heard of social distancing sit somewhere else ,NEUTRAL
West,whatever happened to social distancing ,NEUTRAL
West,booked 3 weeks earlier to get a slot for dining in with the great companion great ambience great food amp well managed social distancing they provided we get to enjoy our saturday ,POSITIVE
West,inspire for my sister fiona #crcheers #quircsingapore #ownselfpaint #safedistancing #covid19 #sisterlove #socialdistancing #brittoart evania ,POSITIVE
West,sleepy joe donald trump can t stop the virus is you people the american people must be self disciplined like china washing hands social distancing and wearing masks but you encourages protesting defund police and taking down of monuments how u can do be,NEUTRAL
West,jom jom visit zoo you can still practice social distancing and enjoy visiting animals let us support malaysia tourism #kitajagakita #zoonegara national zoo of malaysia ,POSITIVE
West,back to enjoy what we love running outdoor on a lovely sunday morning but with precautions social distancing keep our group small maintain personal hygiene #runwitmeinkl #klcc #runeve,POSITIVE
West,#socialdistancing #tags #removed #nevertheless #most #ppl #still get #seated #same #like #during #cb #circuitbreaker #circuitbreakersg #socialresponsibility #keepingsafe # pe,POSITIVE
West,sleepy joe donald trump can t stop the virus is you people the american people must be self disciplined like china washing hands social distancing and wearing masks but you encourages protesting defund police and taking down of monuments how u can do be,NEUTRAL
West,obviously no social distancing ,NEUTRAL
West,aidid social distancing,NEUTRAL
West,nasihat keselamatan elakkan 3c crowded place confined space amp close conversation dapatkan ruang secukupnya utk penjarakan sosial safety advice avoid 3c crowded place confined space amp close conversation get enough space for #socialdistancing #kitajagakita ,NEGATIVE
West,social distancing universiti teknologi malaysia utm ,POSITIVE
West,wear mask social distancing we dont want to be on mco again ,NEUTRAL
West,even when we are in love we practice social distancing that was until she insisted to have a closer one too having our much deserved date night by putrajaya lake overlooking the newly erected korean themed ,POSITIVE
West,argh i find reporting like this during the mco infuriating some of the offences committed against the rmco directives include activities that make it difficult to maintain social distancing 38 people like what some specifics might teach others to avoid these things ,NEUTRAL
West,1 more day till gawai it s time to plan for social gathering while keeping social distancing in,NEUTRAL
West,goodbyes in the age of social distancing one child sits the others snap from their perspective and then develops a personalised piece of art for the leaver ,NEUTRAL
West,zombie tak social distancing tak nak lah pergi gsc ,NEGATIVE
West,pelik nya aku semua tempat kemain ye bersop social distancing bagai tapi dalam bus sebolehnya nak bagi semua seat occupied baik tak payah buat sop semua tu ,NEGATIVE
West,theaydenaydinaydla don t worry guys we re practicing social distancing thanks group that ll keep my kids occupied during mco stay strong everyone #coveid2020 ioi c,NEUTRAL
West,thanks to the gov for removing it and some of the singaporeans not complying social distancing in public transport even tho it is being removed as people are started to go back to offices schools won t be surprised if there is a second wave htt,POSITIVE
West,dia bagi warning tu tolonglah masing2 jaga attitude wear mask amp jaga social distancing ni i pergi publika pak guard pun mcm don t care ppl masuk mall tak pakai mask yang tak pakai mask tu pun satu hai,NEGATIVE
West,pejadah dia dh social distancing meja 2m pastu suh pakai mask kt meja mengarut betui taik safety manager ni,NEGATIVE
West,de rik hugs ermm lod social distancing amp halal gaps please ,NEUTRAL
West,management is implementing strict social distancing at the office staff will be terminated without compensation for not complying #circuitbreaker #covid19,NEGATIVE
West,betul haritu dari sebelum pkpp i dah tengok social distancing memang takada dah sampai ke luar meja dia rapat2 macamtu,NEGATIVE
West,social distancing konon ,POSITIVE
West,aku tengok susah sangat orang nak practice social distancing kat kedai makan siap tarik sambung meja nasib baik aku dulu study kat # borak dengan member table sebelah pun boleh dapat surat sam,POSITIVE
West,it is challenging for both the principals as well as the education department in trying to address this social distancing issues one other issue gathered is the need to source for fund to sanitise the schools ,NEGATIVE
West,oh all social distancing stickers are gone #aftercircuitbreaker #singapore # # ,NEUTRAL
West,that social distancing moment in nirwana bangsar #tb #throwback #formemorysake #socialdistancing nirwana banana leaf bangsar ,NEUTRAL
West,takde social distancing langsung ,NEGATIVE
West,mrt penuh ke laut la social distancing,NEGATIVE
West,firdaus the new normal where everyone wears masks patiently queuing up to enter a supermarket social distancing without the need for enforcement all ready with their qr code of contact tracing app just saying that i appreciate the spirit of #kitajagakita,POSITIVE
West,a school must have enough extra classrooms to continue operating like usual mode #1 under the new norm each class now has to be split into two due to the social distancing requirements for public schools it is common to have between 30 40 students in a classroom ,POSITIVE
West,terlupa social distancing tapi tak pernah lupa cara awak try saya syaffiek shutfeed johor bahru https ,POSITIVE
West,saving like totally nyawa ikan dh klu scammer tgk pun dorang donate duit scam sikit now is the phase where the lower income nak menabung balik its crucial for us to be vigilant and practice social distancing bring facemask and sanitizer everywhere do not be lik,POSITIVE
West,hurry up don t keep a girl waiting and i m d r i v i n g h a p p y w e d n e s d a y with vivid playmate muse amy fay stay safe and practice social distancing peeps #vividciousvixens h,POSITIVE
West,social distancing follow the sop sanitize frequently lastcall bangsar #lastcall #psychomantra #vocagenie #vgfly #genieshop #bangsar #rapper lastcall bar bangsar ,NEUTRAL
West,fuhh ramai2 berdiri dalam train ni sama juga tiada social distancing yg social distancing yg duduk je yg berdiri huhu rapat2 lah kalian,POSITIVE
West,gianan tapos na kasi circuit breaker here kyah back to school na then madami na din balik mag work hehe wala na din social distancing sa public transport but everyone s required to wear mask ,NEGATIVE
West,korang pakai la mask kalau keluar tu scan jela segala qr code yang ada tu jaga social distancing kesian dekat yang lower income ni baru nak bernafas balik nak kumpul saving balik utk hidup kalau tetiba pkp lagi nanti rasanya kadar bunuh diri pun meningkat pleaseeeeee,NEGATIVE
West,hahaha biadap betul duduk sebelah aku ahahahahaha bila tegur dia kata sekarang tak payah social distancing https ,NEGATIVE
West,the coolest boss on earth kau hado tik tok with keezulmarezzah dr ingky #1stdayraya2020 #socialdistancing #raya2020 #mediiskinstudio #nihonskin shah alam malaysia https ,POSITIVE
West,it was so nice to see some of my graduating theatre students today as they collected their graduation gowns fully masked and good social distancing measures in place but still great i ,POSITIVE
West,everyone s so nonchalant on even wearing the mask much less social distancing ,NEUTRAL
West,social distancing ,NEUTRAL
West,raya lgi kan #redkebaya #raya2020 #socialdistancing shah alam ,POSITIVE
West,let s keep our social distancing while we pee #izzyrocks #socialdistancing #single #spotify #peeinsg #singaporemusic https ,NEUTRAL
West,sebuah kluster baru dikesan di sebuah restoran di brickfields saringan rawak di lapangan seramai 250 orang dan didapati 2 orang positif covid 19 kkm stay safe everyone mask on hand sanitizer and social distancing ,POSITIVE
West,comei je yg social distancing nya pon,NEUTRAL
West,ya allah kena pergi sekolah kemas harini penatnya angkat meja kerusi utk social distancing ,POSITIVE
West,we open now guys jom ke kita bukak setiap hari dari jam 11 am 9 pm ada nasi kerabu and all boleh dine in and take away yg ada dekat area shah alam nak delivery boleh klik ,NEGATIVE
West,thank you for pointing this out i m thankful for whatever has returned to normal i m referring to the decision to lift mandatory social distancing rules on public transport a key component to community spread again better to provide increased frequency to cut c,POSITIVE
West,social distancing tu jaga la kome oiii nak huhahuha mask tu pakai nti da kene pkp balik kome bising ajenye gampang ,NEGATIVE
West,pakai mask bila keluar rumah scan mysejahtera atau selangkah untuk record kehadiran dan jaga social distancing we did this before and we can do it again just don t be selfish you bastard okay ,NEGATIVE
West,lama x nyelpie pic pg nk p ofc ada mtg bismillah #mrspitt #mmyayish #smeckl #monday #workinginpkpp #socialdistancing #wearmask #150620 #tmkl menara celcom jalan semarak ,POSITIVE
West,so boleh je sambung ziarah raya sebenarnya yang penting kurang 20 orang pastu jaga social distancing and pakai mask ,POSITIVE
West,when will they broadcast tv show that the whole cast wearing mask and have social distancing haha,NEUTRAL
West,held 2nd agm today impressive gt 75 turn up was recorded although #rmco #socialdistancing amp #newnormal safety was discussed at length including #roadsafety and #mentalhealthmatters #togetherwecan make impact towards #safer #community #staysafe #stayhealthy ,POSITIVE
West,#throwback we are good citizens of malaysia we wear a mask we practise social distancing almost #weekend #sunday #chill #relax #chillax #dinne,NEUTRAL
West,readjusting to my new work desk pindah balik my office kt klcc tp duduk meja lain sbb kena social distancing work desk kena selang2 ,POSITIVE
West,rupanya sangkaan aku meleset kalau korang ada dgr bunyi mcm helikopter melintas atas rumah tu sebenarnya drone pemantau aku pun terkejut kuat gila bunyi bilah dia advance juga aset kita mmg kagum tapi panik pun ada sbb tadi tgh lepak tak social distancing pun ,NEGATIVE
West,just maintain social distancing for me i okay je orang pergi malls or parks tapi i macam a bit mad when people visiting each other houses for raya too many people in a house pulak tu ,NEGATIVE
West,can we all just watch the movie together i really want to makes more friends with exo l don t forget the social distancing especially malaysian exo l where ru guyssss ,NEUTRAL
West,the new norm #socialdistancing #colleagues #lenovofamily uptown damansara utama ,NEUTRAL
West,i m doing my social distancing don t worry htt,NEGATIVE
West,it was like we were never away social distancing pe is the new norm great work from our students today #pe #socialdistancingpe #peideas #physed #noequipment #focusonfitness #dcsg #backtoschool ,POSITIVE
West,social distancing pun takdo ,NEGATIVE
West,founder s day from us staff #hardrockcafekualalumpur #hardrock #hardrockcafekl #hardrockcafe #staff #birthdaycelebration #happybirthday #staysafe #socialdistancing #takecare hard rock htt,NEGATIVE
West,pls defined social distancing in this picture ,NEUTRAL
West,social distancing and self isolation are effective ways to slow the spread of covid 19 but many are ignoring public health measures floor stickers help get through to someone who isn t following the rules ,NEGATIVE
West,had to verbally tell some folks to backoff to maintain #socialdistancing ,NEUTRAL
West,#socialdistancing,POSITIVE
West,korang tak rindu nak makan makanan dekat ke buka seperti biasa dari jam 11 a m 9 p m everyday boleh dine in and take away for delivery area #shahalam boleh klik ,NEGATIVE
West,our first day back to school after 8 weeks of online learning we loved it that our classes were full and had a 90 attendance students parents and teachers were so happy to see each other despite the mask social distancing and strict guidelines we loved being on campus ,POSITIVE
West,a running event practise better social distancing than patrons seated closely among themselves inside crowded confined kopitiams amp aircon least runners know when to run away from one another in a clean unpolluted open air environment thanks,NEUTRAL
West,saya rasa sel sel otak tan sri yang dah social distancing ha3 tu yg ckp mcm xde otak ,NEGATIVE
West,monyet pun pandai follow sop social distancing jangan langgar penat bagi nasihat tiap tiap hari jangan bebankan dan sistem kesihatan kita #kitajagakita #pkpp ,NEGATIVE
West,kalau cm kita dh kat maktab tu more than 14 hari an kita still kena social distancing ke antara student2 ,POSITIVE
West,suddenly i miss my social distancing in public ,NEGATIVE
West,ada setengah tempat masih jaga ada check in cek suhu social distancing ada tempat yg dah tak peduli dah ,NEGATIVE
West,eid ul adha al mubarak wear mask social distancing stay safe #eiduladha #simetriraya #newnormal elmina valley park ,POSITIVE
West,social distancing with the hard to meet usj bois sampai nak terkeluar frame gambar dah kudos to fakhri for the special appearance #rmco oren19 ,NEUTRAL
West,social distancing presser in progress ,POSITIVE
West,i m glad to see people still practicing social distancing on busses despite the stickers being re,POSITIVE
West,teachers and other staff in a malaysian school making new desks for students to comply with social distancing norms this is what you call dedication and being proactive #teachers #education #schools #socialdistancing #malaysia #backtoschool #covid19 ,POSITIVE
West,eid ul adha al mubarak wear mask social distancing stay safe #eiduladha #simetriraya #newnorm elmina valley park ,POSITIVE
West,i do wonder how gov school will try to comply with the sop on social distancing and capacity in class considering the amount of student they normally have per class,POSITIVE
West,best gak makan social distancing kat foodcourt ni introverts rejoicee,POSITIVE
West,wait whutt theyve alrdy taken out all the safety stickers on mrt stations and trains no more social distancing issit ,NEUTRAL
West,fox news s law amp order experts the daily social distancing show via ,NEUTRAL
West,pesanan khidmat masyarakat #psa community service announcement #csa #covid19 #socialdistancing #facemask #handsanitizer #astroradio #zayansalambros aanastahirr kembali ,POSITIVE
West,i di negeri sembilan u di kuala selangor kata pm jaga jarak social distancing but kali ni lebih dari 1 meter kami baik dengar kata https ,POSITIVE
West,mrt kat sini dah no more social distancing hopefully border akan bukak soon i wanna go home ,NEUTRAL
West,sepi maaf interupt if kite diwajibkan pakai mask but then tak pakai kite akan dikenakan compound 1k kita digalakkan memakai mask ini last statement yg saya ingat dg hisham explain tak semua org afford utk beli mask yg utama now adalah social distancing avoid crowd ,NEGATIVE
West,ketahui la case covid 19 semakin meningkat di sana ,NEGATIVE
West,let s be positive and be kind the world needs more love stay safe and healthy please practice hand washing and soc,POSITIVE
West,ruthless noooo maintain that social distancing ,NEGATIVE
West,this shopping mall has no social distancing im so worried people bringing theirs babies shops are full of people and im eating here while praying to get lost from here asap ,NEGATIVE
West,i know we all outrage with what happend to the black people who have been mistreated badly but please take care of yourself 1 wear ppe 2 social distancing 3 if you re ill please do not go out protesting u can protest in ur own social m,NEGATIVE
West,covid19 social distancing ,NEUTRAL
West,there s just something so comically pathetic about this little social distancing hazard tape cross ,NEGATIVE
West,kita masih belum menang #staysafestayhome #facemask #socialdistancing #washyourhands ,POSITIVE
West,#socialdistancing everyone no zumba no yoga in a big group haishh ,NEUTRAL
West,happy #tgif guys a moment of funny finding the humor in social distancing welcome to the new norm anyone can relate #financialmemes #financememes #malaysianjokes #malaysian ,POSITIVE
West,bustling johor singapore causeway a bustling city can everything go back to march 17th before no need to quarantine for 14 days too and also no horrible of social distancing ,NEGATIVE
West,is not your president fault is you people americans many are not self disciplined like china washing hands social distancing and wearing mask chinese are disciplined people no looting stealing killing and protesting like new york beijing d,NEGATIVE
West,zaini yeah weols akan escort jadi dulang boys sambil mengamalkan social distancing ,POSITIVE
West,#throwback to 2018 a picture of us where we had practiced social distancing long before the covid 19 pandemic arrived who would have thought then q #throwbackthursday ,NEUTRAL
West,the nostalgic fas jersey of the 90s back to work and social distancing #izzyrocks #socialdistancing #fas #nostalgicjersey #backtowork #mondaymorning ,POSITIVE
West,is not your president fault is you people americans many are not self disciplined like china washing hands social distancing and wearing mask chinese are disciplined people no looting stealing killing and protesting like new york beijing d,NEGATIVE
West,95 people that ive encountered everyday whether inside the bas train mall wear their mask even social distancing limited pun they wear mask and cuba untuk jarakkan diri sebaik mungkin ,POSITIVE
West,don t forget to social distancing peeps especially from toxic friends ,NEGATIVE
West,singapore is easing our #circuitbreaker tomorrow however this doesn t mean that we can go all out to celebrate we are far from over do what we have gotten used to wearing a mask washing our hands social distancing ,POSITIVE
West,is not your president fault is you people americans many are not self disciplined like china washing hands social distancing and wearing mask chinese are disciplined people no looting stealing killing and protesting like new york beijing d,NEGATIVE
West,with social distancing cinema halls to be at half capacity and extra cost added on disinfecting will the price tickets increase or more imprrtantly can my favourite hangout survive what do you think will most likely happen ,NEUTRAL
West,coronavirus oi social distancing oi why still hug hug hah jk ,POSITIVE
West,is not your president fault is you people americans many are not self disciplined like china washing hands social distancing and wearing mask chinese are disciplined people no looting stealing killing and protesting like new york beijing d,NEGATIVE
West,alhamdulillah sidang media astro awani 28 mei 2020 jam 5 petang #malaysia #stayathome #stayhome #dudukrumah for those yang tak ada urusan penting #staysafe #stayhealthy #socialdistancing #handsanitizer ,NEGATIVE
West,love on earth for my parents #crcheers #quircsingapore #ownselfpaint #safedistancing #covid19 #oilpainting #socialdistancing #brittoart evania ,POSITIVE
West,is not your president fault is you people americans majority are not self disciplined like china washing hands social distancing and wearing mask chinese are disciplined people no looting stealing killing and protesting like new york beijing d,NEGATIVE
West,boleh tanya apa maksud dia social distancing yang sebenar ,POSITIVE
West,mass gathering protest pls tell me social distancing is over ,NEGATIVE
West,is not your president fault is you people americans majority are not self disciplined like china washing hands social distancing and wearing mask chinese are disciplined people no looting stealing killing and protesting like new york beijing d,NEGATIVE
West,ok bagus raya pertama boleh raya throwback skit gambar social distancing yg ada aim bulat tu,NEGATIVE
West,excited to go office today after 72 days of mco social distancing observed things that you take for granted like going to office lunch chatting with colleagues is rare amp very special nowadays may all of us be ,POSITIVE
West,take me down to the paradise city where the grass is green and birds r pretty oh won t u please take me home #socialgathering #breach #socialdistancing #birdsofafeather #mynah #blackfeather serangoon npc ,POSITIVE
West,is not your president fault is you people americans majority are not self disciplined like china washing hands social distancing and wearing mask chinese are disciplined people no looting stealing killing and protesting like new york beijing d,NEGATIVE
West,setakat ni aku x jumpa pun lagi family yg amik gambar raya tp still mengamalkan social distancing 1meter ,POSITIVE
West,excited to go office today after 72 days of mco social distancing observed things that you take for granted like going to office lunch chatting with colleagues is rare amp very special nowadays may all of us be ,POSITIVE
West,i keep my social distancing with you lmao,NEUTRAL
West,ct is not your president fault is you people americans majority are not self disciplined like china washing hands social distancing and wearing mask chinese are disciplined people no looting stealing killing and protesting like new york beijing d,NEGATIVE
West,selamat hari raya sis nanti kita lepak social distancing,POSITIVE
West,ahahahaha di mana mana perlu ada social distancing ,NEGATIVE
West,chicken chop craving #crcheers #quircsingapore #adventuresofalifetime #safedistancing #covid19 #staysafeandhealthy #socialdistancing evania ,NEUTRAL
West,ini akan memberi ruang yang cukup banyak bagi membolehkan jet udara panas dari hembusan nafas tanpa terkena permukaan kanta #avoptometry #fogging #eyewear #covid19 #socialdistancing #pkp #mco #facemask #primarycareoptometry #eyewear #kitajagakita #seksyen7shahalam,POSITIVE
West,wishing all our muslim patrons guests friends business partners management and staffs selamat hari raya aidilfitri may you all have a wonderful celebration with social distancing in mind stay home stay safe ,POSITIVE
West,covid 19 malaysia 7 619 cases after 23 days of conditional movement control order there were 15 new cases some forget social distancing we like to see more tests and contact tracing ,POSITIVE
West,cov eid celebration console birthday party farewell party firdaus waktu gambar jea kurang social distancing maka kumbang kembali tinggal seekor dlm group purchasing #eid2020 ,POSITIVE
West,social distancing ,NEUTRAL
West,wishing all our muslim patrons guests friends business partners management and staffs selamat hari raya aidilfitri may you all have a wonderful celebration with social distancing in mind stay home stay safe ,POSITIVE
West,masuk hari ke 2 bekerja frozen food cp di 7e menjadi sarapan rutin penangan #newnormal semalam nasi goreng arini nasi lemak makan dalam kereta #socialdistancing ,NEGATIVE
West,nasir i beli online je pagi tadi malas nk pegi store mesti ramai kan nak queue social distancing lagi ,NEGATIVE
West,apa benda la betina ni takde free2 dah mask ni just amalkan social distancing,POSITIVE
West,the eve of raya game on we do us you do you #coronaraya #eidmubarak #selamathariraya #raya2020 #klangvalley #gengrayashahalam #socialdistancing #fyp shah alam malaysia ,POSITIVE
West,yg kata keluar ikut sop tu baguslah jaga social distancing pakai mask sanitize hand ygberaya tak ingat dunia 1st syawal je tau kelonggaran yg gov bagi 20 people or less itupun family mmbrs bukan kengkawan jangan sampai frontliners kita jadi mcm kat indon baru semua nk ,NEGATIVE
West,some visitors don t believe in #socialdistancing #fridayvibes #birdsofparadise ,NEUTRAL
West,dalam sekolah social distancing luar sekolah social gathering ,POSITIVE
West,wishing all our muslim patrons guests friends business partners management and staffs selamat hari raya aidilfitri may you all have a wonderful celebration with social distancing in mind stay home stay ,POSITIVE
West,sebelah wak rogen corner social distancing berjalan baik ,POSITIVE
West,social distancing and self isolation are effective ways to slow the spread of covid 19 but many are ignoring public health measures floor stickers help get through to someone who isn t following the rules ,NEGATIVE
West,rip social distancing in bus ,NEGATIVE
West,hhahahah we can still be social distancing while watching movies,NEUTRAL
West,kan dah tangkap masa tu kenalah bagi space untuk social distancing kuarantin bukan suruh lepas pun isu dia penularan masa dah tangkap patut kita elaklah,NEGATIVE
West,geram jugak tgk kawan2 lepak sama2 kat mall tak kisah nak jalan mall hampa duduk rumah lain2 tu hampa jaga la social distancing aku raya rumah pengasuh indah pun ikut sop tauuu ,NEGATIVE
West,ritu meja banyak pun penuh je manjang ni lagi la konon social distancing bape kerat je meja boleh duduk tempat kita sebenarnya selamanya mamak ,NEGATIVE
West,hahaha #kekaltenang #socialdistancing,POSITIVE
West,excuse me maam nakaclose po ang park for mageexercise lang observe social distancing pls,NEGATIVE
West,plenty of social distancing in place at the mbo cinemas in the starling all told there were about 15 people there saw the cleaning crew with full protection gear arrive to clean up as we left #malaysia ,POSITIVE
West,social distancing break fasting and coffee session #cmcoday63 #iftar2020 #blessedramadhan the majapahit ,NEGATIVE
West,ghetto kajang mungkin tidak pernah jumpa perkataan pkpb dan social distancing ,POSITIVE
West,social distancing lt 1 5 meters gt ,NEUTRAL
West,social distancing dlm lrt today 1cm ,NEUTRAL
West,persepsi terhadap bolasepak pada umum adalah contact sports tapi ramai malas ambil tahu bahawa latihan bolasepak adalah satu aktiviti terkawal dan social distancing seperti 4 org utk separuh padang adalah jauh lebih baik dari pergi mall,NEGATIVE
West,lol social distancing officer,NEUTRAL
West,vishnuuuuu social distancing at 0 41,NEUTRAL
West,kalau couple sekalipun please social distancing dalam mrt ya aku bengang betul kalau sebab orang aku tak boleh social distancing,NEGATIVE
